COMP_TYPE,BRAND_NAME,PACK_NAME,PRD_CD,PRD_DESC1,CONV_FACTOR,MRP_UN,RP,DEALER_MARGIN,Textbox51,RP1
BEV,Evervess,330ml,1909,EVERVESS SODA 330ml PET 24 Rs10,24,10.00,8.7500,14.29,0.00,8.7500
BEV,Evervess,600ml,2612,EVERVESS SODA 600ml PET 24 Rs15,24,15.00,13.0000,15.38,0.00,13.0000
BEV,Evervess,600ml,2625,EVERVESS SODA 600ml PET 24 Rs18,24,18.00,11.6667,54.29,0.00,11.6667
BEV,Evervess,600ml,2630,E.SODA 600ml Rs.NIL(FREE WITH2.25ltr CSD,24,0.00,0.0000,12.90,0.00,0.0000
BEV,Evervess,600ml,2631,EVERVESS SODA 600ml PET 24 Rs16,24,16.00,14.5833,9.71,0.00,14.5833
BEV,Evervess,600ml,2634,EVERVESS SODA 600ml PET 24 Rs16,24,16.00,14.0000,14.29,0.00,14.0000
BEV,Evervess,750ml,2655,EVERVESS SODA 750ml PET 24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Evervess,750ml,7123,EVERVESS SODA 750ml PET 24 Rs18,24,18.00,15.5000,16.13,0.00,15.5000
BEV,Evervess,750ml,7124,DUKES SODA 750ML PET 24 RS 18,24,18.00,15.5000,16.13,0.00,15.5000
BEV,Gatorade,200ML,8012,GATORADE LEMON 200ML PET30 RS20,30,20.00,18.0002,11.11,0.00,18.0002
BEV,Gatorade,250ml,8008,GATORADE ORANGE 250ml PET 30 Rs20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Gatorade,250ml,8009,GATORADE BLUE BOLT 250ml PET30 Rs20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Gatorade,250ml,8010,GATORADE LEMON 250ml PET30 Rs20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Gatorade,3.6kg,8003,GATORED LEMON 3.6KG POWDER 36 Rs80,36,80.00,68.4000,16.96,0.00,68.4000
BEV,Gatorade,3.6kg,8004,GATORED ORANGE 3.6KG POWDER 36 Rs80,36,80.00,68.4000,16.96,0.00,68.4000
BEV,Gatorade,500ML,8000,GATORED BLUE BOLT 500ml PET 24 Rs45,24,45.00,40.9500,9.89,0.00,40.9500
BEV,Gatorade,500ML,8001,GATORED LEMON 500ml PET 24 Rs45,24,45.00,40.9500,9.89,0.00,40.9500
BEV,Gatorade,500ML,8002,GATORED ORANGE 500ml PET 24 Rs45,24,45.00,40.9500,9.89,0.00,40.9500
BEV,Gatorade,500ML,8005,GATORED BLUE BOLT 500ml PET 24 Rs50,24,50.00,43.7500,14.29,0.00,43.7500
BEV,Gatorade,500ML,8006,GATORED LEMON 500ml PET 24 Rs50,24,50.00,43.7500,14.29,0.00,43.7500
BEV,Gatorade,500ML,8007,GATORED ORANGE 500ml PET 24 Rs50,24,50.00,43.7500,14.29,0.00,43.7500
BEV,Himalayan,1L,8219,HIMALAYAN 1.0 L PET 12 Rs59,12,59.00,42.1667,39.92,0.00,42.1667
BEV,Himalayan,1L,8225,HIMALAYAN 1.0 L PET 12 Rs100,12,100.00,83.1667,20.24,0.00,83.1667
BEV,Himalayan,1L,8226,TWP COPPER 1.0 L PET 12 Rs19,12,19.00,16.6250,14.29,0.00,16.6250
BEV,Himalayan,1L,8227,TWP ZINC 1.0 L PET 12 Rs19,12,19.00,15.7130,20.92,0.00,15.7130
BEV,Himalayan,1L,8228,TWP ZINC 1.0 L PET 12 Rs20,12,20.00,16.5400,20.92,0.00,16.5400
BEV,Himalayan,1L,8231,HIMALAYAN 1.0 L PET 12 Rs65,12,65.00,46.6667,39.29,0.00,46.6667
BEV,Himalayan,1L,8232,HIMALAYAN 1.0 L PET 12 Rs110,12,110.00,40.0000,175.00,0.00,40.0000
BEV,Himalayan,200ML,8203,HIMALAYAN 200ml PET 48 Rs17,48,17.00,11.3333,50.00,0.00,11.3333
BEV,Himalayan,300ML,8220,HIMALAYA 300ML NRG 12 Rs110 (SP),12,110.00,31.4196,250.10,0.00,31.4196
BEV,Himalayan,300ML,8223,HIMALAYA 300ML NRG 12 Rs100 (ST),12,100.00,71.4167,40.02,0.00,71.4167
BEV,Himalayan,500ML,2834,HIMALAYAN 500ML PET 30 RS40,30,40.00,35.0800,14.03,0.00,35.0800
BEV,Himalayan,500ML,8209,HIMALAYAN 500ML PET 30 RS60,30,60.00,28.4360,111.00,0.00,28.4360
BEV,Himalayan,500ML,8213,HIMALAYAN PEACH 500ML PET 24 RS55,24,55.00,47.0833,16.81,0.00,47.0833
BEV,Himalayan,500ML,8215,HIMALAYAN APPLE 500ML PET 24 RS55,24,55.00,47.0833,16.81,0.00,47.0833
BEV,Himalayan,500ML,8216,HIMALAYAN PEACH 500ML PET 24 RS100,24,100.00,52.7083,89.72,0.00,52.7083
BEV,Himalayan,500ML,8217,HIMALAYAN STRAWBERRY 500ML PET 24 RS100,24,100.00,52.7083,89.72,0.00,52.7083
BEV,Himalayan,500ML,8218,HIMALAYAN APPLE 500ML PET 24 RS100,24,100.00,52.7083,89.72,0.00,52.7083
BEV,Himalayan,500ML,8229,HIMALAYAN 500ML PET 30 RS35,30,35.00,26.6667,31.25,0.00,26.6667
BEV,Himalayan,500ML,8230,HIMALAYAN 500ml PET 30 Rs35(Con Pr Rs20),30,20.00,13.1429,52.17,0.00,13.1429
BEV,Himalayan,750ml,8208,HIMALAYAN 750ml PET 12 Rs45,12,45.00,32.1667,39.90,0.00,32.1667
BEV,Himalayan,750ml,8221,HIMALAYA 750ML NRG 6 Rs220 (SP),6,220.00,157.1667,39.98,0.00,157.1667
BEV,Himalayan,750ml,8222,HIMALAYAN 750ml PET 24 Rs45,24,45.00,32.1250,40.08,0.00,32.1250
BEV,Himalayan,750ml,8224,HIMALAYA 750ML NRG 6 Rs200 (ST),6,200.00,142.8334,40.02,0.00,142.8334
BEV,ICE,1.25L,4367,MOUNTAIN DEW ICE 1.25 L PET 15 Rs50,15,50.00,46.6667,7.14,0.00,46.6667
BEV,ICE,2.25L,4248,MOUNTAIN DEW ICE 2.25 L PET 9 Rs90,9,90.00,83.3333,8.00,0.00,83.3333
BEV,ICE,2.25L,4249,MOUNTAIN DEW ICE 2.25 L PET 9 Rs90 PROMO,9,90.00,83.3333,8.00,0.00,83.3333
BEV,ICE,2.25L,4258,MOUNTAIN DEW ICE 2.25 L PET 9 Rs95,9,95.00,88.3333,7.55,0.00,88.3333
BEV,ICE,250ml,1898,MOUNTAIN DEW ICE 250ml PET 30 Rs20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,ICE,600ml,4241,MOUNTAIN DEW ICE 600ML PET 24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,ICE,600ml,4756,MOUNTAIN DEW ICE 600ML PET 24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,ICE,600ml,4764,MOUNTAIN DEW ICE 600ML PET 24 RS38,24,38.00,35.5000,7.04,0.00,35.5000
BEV,Lipton Ice Tea,250ml,1714,LIPTON LEMON ICE TEA 250ML PET 24 Rs50,24,50.00,30.0000,66.67,0.00,30.0000
BEV,Lipton Ice Tea,250ml,1715,LIPTON PEACH ICE TEA 250ML PET 24 Rs100,24,100.00,93.9000,6.50,0.00,93.9000
BEV,Lipton Ice Tea,250ml,1718,LIPTON LEMON ICE TEA 250ML PET 24 Rs20,24,20.00,18.0000,11.11,0.00,18.0000
BEV,Lipton Ice Tea,250ml,1721,LIPTON PEACH ICE TEA 250ML PET 24 Rs20,24,20.00,18.0000,11.11,0.00,18.0000
BEV,Lipton Ice Tea,250ml,1724,LIPTON LEM ICE TEA 250ML PET 24 Rs20 PRO,24,20.00,17.4993,14.29,0.00,17.4993
BEV,Lipton Ice Tea,250ml,1725,LIPTON PEA ICE TEA 250ML PET 24 Rs20 PRO,24,20.00,17.4993,14.29,0.00,17.4993
BEV,Lipton Ice Tea,350ml,1700,LIPTON LEMON ICE TEA 350ML PET 24 Rs25,24,25.00,20.0000,25.00,0.00,20.0000
BEV,Lipton Ice Tea,350ml,1701,LIPTON MINTLEMON ICETEA 350ML PET 24Rs25,24,25.00,21.9300,14.00,0.00,21.9300
BEV,Lipton Ice Tea,350ml,1712,LIPTON PEACH ICE TEA 350ML PET 24 Rs25,24,25.00,20.0000,25.00,0.00,20.0000
BEV,Lipton Ice Tea,350ml,1716,LIPTON LEMON ICE TEA 350ML PET 24 Rs30,24,30.00,24.0000,25.00,0.00,24.0000
BEV,Lipton Ice Tea,350ml,1717,LIPTON PEACH ICE TEA 350ML PET 24 Rs30,24,30.00,26.9300,11.40,0.00,26.9300
BEV,Lipton Ice Tea,350ml,1719,LIPTON LEMON ICE TEA 350ML PET 24 Rs60,24,60.00,36.0000,66.67,0.00,36.0000
BEV,Lipton Ice Tea,350ml,4976,LIPTON PEACH ICE TEA 350ML PET 24 Rs40,24,40.00,37.0358,8.00,0.00,37.0358
BEV,Lipton Ice Tea,5L,3016,LIPTON LEMON ICE TEA 5L BIB BOX,1,2500.00,2500.0000,0.00,0.00,2500.0000
BEV,milk,180ml,8554,CB MILK BUTTERSCOTCH 180ML PET24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,milk,180ml,8626,CB MILK KESAR BADAM 180ML PET24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,milk,180ml,8627,CB MILK ELAICHI 180ML PET24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,milk,180ml,8628,CB MILK COFFEE 180ML PET 24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,milk,180ml,8629,CB MILK CHOCOLATE 180ML PET 24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,milk,180ml,8630,CB MILK MANGO 180ML PET 24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,milk,180ml,8631,CB MILK KESAR BADAM 180ML PET30 RS30,30,30.00,27.5000,9.09,0.00,27.5000
BEV,milk,180ml,8633,CB MILK KESAR BADAM 180ML PET24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,milk,180ml,8634,CB MILK ELAICHI 180ML PET24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,milk,180ml,8635,CB MILK COFFEE 180ML PET 24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,milk,180ml,8636,CB MILK CHOCOLATE 180ML PET 24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,milk,180ml,8637,CB MILK MANGO 180ML PET 24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,milk,200ML,8607,CB MILK MANGO 200ML PET 30 RS30,30,30.00,28.0000,7.14,0.00,28.0000
BEV,milk,200ML,8608,CB MILK CHOCOLATE 200ML PET 30 RS30,30,30.00,28.0000,7.14,0.00,28.0000
BEV,milk,200ML,8609,CB MILK COFFEE 200ML PET 30 RS30,30,30.00,28.0000,7.14,0.00,28.0000
BEV,milk,200ML,8610,CB MILK MANGO 200ML PET 24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,milk,200ML,8611,CB MILK CHOCOLATE 200ML PET 24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,milk,200ML,8612,CB MILK COFFEE 200ML PET 24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,milk,200ML,8613,CB MILK MANGO 200ML PET 24 RS30 PROMO,24,30.00,27.5002,9.09,0.00,27.5002
BEV,milk,200ML,8616,GIFT PACK CB MILK PET 6X200ML RS.200,1,200.00,169.9999,17.65,0.00,169.9999
BEV,milk,200ML,8617,CB MILK KESAR BADAM 200ML PET30 RS20,30,20.00,17.8750,11.89,0.00,17.8750
BEV,milk,200ML,8618,CB MILK ELAICHI 200ML PET30 RS20,30,20.00,18.0002,11.11,0.00,18.0002
BEV,milk,200ML,8619,CB MILK MANGO 200ML PET24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,milk,200ML,8620,CB MILK MANGO 200ML PET30 RS20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,milk,200ML,8622,CB MILK KESAR BADAM 200ML PET24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,milk,200ML,8623,CB MILK ELAICHI 200ML PET24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Mirinda,1.25L,1381,MIRINDA ORANGE 1.25 L PET 12 Rs65,12,65.00,60.0000,8.33,0.00,60.0000
BEV,Mirinda,1.25L,1893,MIRINDA ORANGE 1.25 L PET 15 Rs50,15,50.00,46.0000,8.70,0.00,46.0000
BEV,Mirinda,1.25L,1895,MIRINDA ORANGE 1.25 L PET 15 Rs50 PROMO,15,50.00,46.6667,7.14,0.00,46.6667
BEV,Mirinda,1.25L,2272,MIRINDA ORANGE 1.25 L PET 12 Rs50,12,50.00,45.0000,11.11,0.00,45.0000
BEV,Mirinda,1.25L,2280,MIRINDA ORANGE 1.25 L PET 12 Rs52,12,52.00,47.5000,9.47,0.00,47.5000
BEV,Mirinda,1.25L,2289,MIRINDA ORANGE 1.25 L PET 12 Rs50 PROMO,12,50.00,45.0000,11.11,0.00,45.0000
BEV,Mirinda,1.25L,2292,MIRINDA LEMON 1.25 L PET 12 RS52,12,52.00,47.5000,9.47,0.00,47.5000
BEV,Mirinda,1.25L,2293,M ORANGE 1.25L 12 PET RS 52 (AF FREE),12,52.00,47.5000,9.47,0.00,47.5000
BEV,Mirinda,1.25L,2917,MIRINDA ORANGE 1.25 L PET 12 Rs55,12,55.00,50.0000,10.00,0.00,50.0000
BEV,Mirinda,1.25L,2944,MIRINDA ORANGE 1.25 L PET 12 Rs49,12,49.00,45.0000,8.89,0.00,45.0000
BEV,Mirinda,1.25L,2972,MIRINDA ORANGE 1.25 L PET 12 Rs60,12,60.00,55.0000,9.09,0.00,55.0000
BEV,Mirinda,1.25L,2993,MIRINDA ORANGE 1.25 L PET 12 Rs60 PROMO,12,60.00,55.0000,9.09,0.00,55.0000
BEV,Mirinda,1.25L,3173,MIRINDA LEMON 1.25 L PET 12 RS55,9,55.00,50.0000,10.00,0.00,50.0000
BEV,Mirinda,1.25L,3191,MIRINDA ORANGE 1.25 L PET 12 Rs58,12,58.00,53.0000,9.43,0.00,53.0000
BEV,Mirinda,1.25L,4130,MIRINDA ORANGE 1.25 L PET 15 Rs60,15,60.00,56.0000,7.14,0.00,56.0000
BEV,Mirinda,1.25L,4144,MIRINDA ORANGE 1.25 L PET 12 Rs65 PR-ATL,12,65.00,60.0000,8.33,0.00,60.0000
BEV,Mirinda,1.25L,4165,MIRINDA ORANGE 1.25 L PET 12 Rs50 PR-ATL,12,50.00,45.0000,11.11,0.00,45.0000
BEV,Mirinda,1.25L,4397,MIRINDA ORANGE 1.25 L PET 12 Rs60 PR-ATL,12,60.00,55.0000,9.09,0.00,55.0000
BEV,Mirinda,1.25L,4705,MIRINDA ORANGE 1.25 L PET 12 RS58 PROMO,12,58.00,53.0000,9.43,0.00,53.0000
BEV,Mirinda,1.5L,1336,MIRINDA ORANGE 1.5 L PET 12 Rs 65,12,65.00,60.0000,8.33,0.00,60.0000
BEV,Mirinda,1.5L,1368,MIRINDA ORANGE 1.5 L PET 12 Rs 75,12,75.00,70.0000,7.14,0.00,70.0000
BEV,Mirinda,1.5L,1377,MIRINDA ORANGE 1.5 L PET 12 Rs 68,12,68.00,63.0000,7.94,0.00,63.0000
BEV,Mirinda,10L,3001,MIRINDA ORANGE 10 L BIB,1,3000.00,3000.0000,0.00,0.00,3000.0000
BEV,Mirinda,150ml,3584,MIRINDA ORANGE 150ml CAN 24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Mirinda,1L,2209,MIRINDA ORANGE 1.0 L PET 12 Rs35,12,35.00,32.0833,9.09,0.00,32.0833
BEV,Mirinda,1L,2238,MIRINDA ORANGE 1.0 L PET 12 RS40,12,40.00,37.1667,7.62,0.00,37.1667
BEV,Mirinda,1L,2259,MIRINDA ORANGE 1.0 L PET 12 Rs45,12,45.00,41.6667,8.00,0.00,41.6667
BEV,Mirinda,1L,2276,MIRINDA LEMON 1.0 L PET 12 Rs45,12,45.00,41.6667,8.00,0.00,41.6667
BEV,Mirinda,1L,2298,MIRINDA ORANGE 1.0 L PET 12 Rs47,12,47.00,43.0000,9.30,0.00,43.0000
BEV,Mirinda,1L,2901,MIRINDA LEMON 1.0 L PET 12 Rs47,12,47.00,43.0000,9.30,0.00,43.0000
BEV,Mirinda,1L,2931,MIRINDA ORANGE 1.0 L PET 12 Rs50,12,50.00,45.8333,9.09,0.00,45.8333
BEV,Mirinda,1L,2968,MIRINDA ORANGE 1.0 L PET 12 Rs49,12,49.00,45.0000,8.89,0.00,45.0000
BEV,Mirinda,2.25L,2533,MIRINDA ORANGE 2.25 L PET 9 Rs70,9,70.00,64.4444,8.62,0.00,64.4444
BEV,Mirinda,2.25L,2546,MIRINDA LEMON 2.25 L PET 9 Rs75,9,75.00,62.0000,20.97,0.00,62.0000
BEV,Mirinda,2.25L,2547,MIRINDA ORANGE 2.25 L PET 9 Rs75,9,75.00,62.0000,20.97,0.00,62.0000
BEV,Mirinda,2.25L,2556,MIRINDA ORANGE 2.25 L PET 9 Rs78,9,78.00,65.0000,20.00,0.00,65.0000
BEV,Mirinda,2.25L,2559,MIRINDA LEMON 2.25 L PET 9 Rs78,9,78.00,65.0000,20.00,0.00,65.0000
BEV,Mirinda,2.25L,2573,MIRINDA ORANGE 2.25 L PET 9 Rs80,9,80.00,74.0000,8.11,0.00,74.0000
BEV,Mirinda,2.25L,2587,MIRINDA ORANGE 2.25 L PET 9 Rs80 (SODA),9,80.00,74.4444,7.46,0.00,74.4444
BEV,Mirinda,2.25L,3177,MIRINDA ORANGE 2.25 L PET 9 Rs90,9,90.00,83.3333,8.00,0.00,83.3333
BEV,Mirinda,2.25L,3181,MIRINDA ORANGE 2.25L PET 9 RS 90(A/F FRE,9,90.00,83.3333,8.00,0.00,83.3333
BEV,Mirinda,2.25L,3955,MIRINDA ORANGE 2.25 L PET 9 Rs85,9,85.00,78.3334,8.51,0.00,78.3334
BEV,Mirinda,2.25L,3979,Mirinda orange 2.25 L PET 9 Rs85 Promo,9,85.00,78.3334,8.51,0.00,78.3334
BEV,Mirinda,2.25L,4298,MIRINDA ORANGE 2.25 L PET 9 RS99 PR- ATL,9,99.00,93.4444,5.95,0.00,93.4444
BEV,Mirinda,2.25L,4351,MIRINDA ORANGE 2.25 L PET 9 RS99,9,99.00,93.4444,5.95,0.00,93.4444
BEV,Mirinda,2.25L,4417,MIRINDA ORANGE 2.25 L PET 9 RS90 PROMO,9,90.00,83.3333,8.00,0.00,83.3333
BEV,Mirinda,2.25L,4528,MIRINDA ORANGE 2.25 L PET 9 RS95,9,95.00,88.3333,7.55,0.00,88.3333
BEV,Mirinda,200ML,1006,MIRINDA ORANGE 200ml RGP 24 Rs10,24,10.00,9.0000,11.11,0.00,9.0000
BEV,Mirinda,200ML,1007,MIRINDA LEMON 200ml RGP 24 Rs10,24,10.00,9.1667,9.09,0.00,9.1667
BEV,Mirinda,200ML,1031,MIRINDA ORANGE 200ML RGP 24 RS10 UTC,24,10.00,9.0000,11.11,0.00,9.0000
BEV,Mirinda,200ML,1042,MIRINDA ORANGE 200ml RGP 24 Rs12,24,12.00,11.0000,9.09,0.00,11.0000
BEV,Mirinda,200ML,1043,MIRINDA LEMON 200ml RGP 24 Rs12,24,12.00,11.0000,9.09,0.00,11.0000
BEV,Mirinda,200ML,1054,MIRINDA ORANGE 200ml RGP 24 Rs12 UTC,24,12.00,10.8333,10.77,0.00,10.8333
BEV,Mirinda,200ML,1075,MIRINDA APPLE 200ml RGP 24 Rs10,24,10.00,9.0000,11.11,0.00,9.0000
BEV,Mirinda,200ML,1110,MIRINDA ORANGE 200ml RGP 24 Rs15,24,15.00,13.6667,9.76,0.00,13.6667
BEV,Mirinda,200ML,4205,MIRINDA ORANGE 200ml RGP 24 Rs14,24,14.00,12.2083,14.68,0.00,12.2083
BEV,Mirinda,200ML,4206,MIRINDA ORANGE 200ml RGP 24 Rs14(UTC),24,14.00,10.6250,31.76,0.00,10.6250
BEV,Mirinda,200ML,4208,MIRINDA ORANGE 200ml RGP 24 Rs13,24,13.00,8.5417,52.20,0.00,8.5417
BEV,Mirinda,200ML,4209,MIRINDA LEMON 200ml RGP 24 Rs13,24,13.00,8.5417,52.20,0.00,8.5417
BEV,Mirinda,250ml,1423,MIRINDA ORANGE 250ml CAN 24 Rs20,24,20.00,18.3333,9.09,0.00,18.3333
BEV,Mirinda,250ml,1426,MIRINDA ORANGE 250ml CAN 24 Rs25,24,25.00,22.0833,13.21,0.00,22.0833
BEV,Mirinda,250ml,1465,MIRINDA ORANGE 250ml PET 24 Rs15,24,15.00,12.9167,16.13,0.00,12.9167
BEV,Mirinda,250ml,1496,MIRINDA ORANGE 250ml CAN 24 Rs60,24,60.00,30.0000,100.00,0.00,30.0000
BEV,Mirinda,250ml,1733,MIRINDA ORANGE 250ml PET 30 Rs15,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Mirinda,250ml,1878,MIRINDA ORANGE 250ml PET 24 Rs20,24,20.00,20.0000,0.00,0.00,20.0000
BEV,Mirinda,250ml,1901,MIRINDA ORANGE 250ml PET 24 Rs18,24,18.00,15.9167,13.09,0.00,15.9167
BEV,Mirinda,250ml,1962,MIRINDA ORANGE 250ml PET 30 Rs20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Mirinda,250ml,1966,MIRINDA ORANGE 250ml PET 30 Rs18,30,18.00,16.1667,11.34,0.00,16.1667
BEV,Mirinda,250ml,1987,MIRINDA ORANGE 250ml PET 30 Rs20 PROMO,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Mirinda,250ml,3508,MIRINDA ORANGE 250ml CAN 24 Rs22,24,22.00,20.5000,7.32,0.00,20.5000
BEV,Mirinda,250ml,3512,MIRINDA ORANGE 250ml CAN 24 Rs30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Mirinda,250ml,3531,MIRINDA ORANGE 250ML CAN 24 RS100,24,100.00,23.3333,328.57,0.00,23.3333
BEV,Mirinda,250ml,3571,MIRINDA ORANGE 250ml CAN 24 SW Rs25,24,25.00,22.5000,11.11,0.00,22.5000
BEV,Mirinda,250ml,3587,MIRINDA ORANGE 250ml CAN 24 Rs35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Mirinda,250ml,4133,MIRINDA ORANGE 250ML PET 30 RS18 PR-ATL,30,18.00,17.1667,4.85,0.00,17.1667
BEV,Mirinda,250ml,4140,MIRINDA ORANGE 250ml PET 30 Rs15 PR-ATL,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Mirinda,250ml,4278,MIRINDA ORANGE 250ml PET 30 Rs20 PR- ATL,30,20.00,18.0002,11.11,0.00,18.0002
BEV,Mirinda,250ml,4981,MIRINDA ORANGE 250ML NRG24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Mirinda,250ml,4986,MIRINDA ORANGE 250 ml CAN 4X6 Rs99,6,99.00,90.0000,10.00,0.00,90.0000
BEV,Mirinda,2L,2701,MIRINDA ORANGE 2.0 L PET 9 Rs65,9,65.00,60.5556,7.34,0.00,60.5556
BEV,Mirinda,2L,2729,MIRINDA ORANGE 2.0 L PET 9 Rs59,9,59.00,55.6667,5.99,0.00,55.6667
BEV,Mirinda,2L,2755,MIRINDA ORANGE 2.0 L PET 9 Rs59 PROMO,9,59.00,55.6667,5.99,0.00,55.6667
BEV,Mirinda,2L,4436,MIRINDA ORANGE 2.0 L PET 9 RS90,9,90.00,82.5000,9.09,0.00,82.5000
BEV,Mirinda,300ML,1202,MIRINDA LEMON 300ml RGP 24 Rs10,24,10.00,9.1667,9.09,0.00,9.1667
