COMP_TYPE,BRAND_NAME,PACK_NAME,PRD_CD,PRD_DESC1,CONV_FACTOR,MRP_UN,RP,DEALER_MARGIN,Textbox51,RP1
BEV,Pepsi,750ml,3157,PEPSI COLA 750ML PET 24 Rs35 PROMO,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Pepsi,750ml,3159,PEPSI COLA 750ml PET 24 Rs 32 PROMO,24,32.00,29.7500,7.56,0.00,29.7500
BEV,Pepsi,750ml,4284,PEPSI COLA 750ml PET 24 Rs40 PR- ATL,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Pepsi,750ml,4380,PEPSI COLA 750ml PET 24 Rs40 (MONY HIST),24,40.00,37.5000,6.67,0.00,37.5000
BEV,Pepsi,750ml,4906,PEPSI COLA 750ml PET 24 Rs40,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Pepsi,750ml,4921,PEPSI COLA 750ml PET 24 Rs40 PROMO,24,40.00,36.0000,11.11,0.00,36.0000
BEV,Pepsi,750ml,4922,PEPSI COLA 750ML PET 24 Rs37,24,37.00,37.0000,0.00,0.00,37.0000
BEV,Pepsi,750ml,4928,PEPSI COLA 750ml PET 24 Rs39,24,39.00,36.2500,7.59,0.00,36.2500
BEV,Pepsi,750ml,4929,PEPSI COLA 750ML PET 24 Rs39 PROMO,24,39.00,36.2500,7.59,0.00,36.2500
BEV,Promo,185L,91102,OYC REFRIGERATOR 181RDGB - 185 L,1,11000.00,11000.0000,0.00,0.00,11000.0000
BEV,Promo,190L,9996,OYC REFRIGERATOR 190 Ltr -Samsung,1,10990.00,10990.0000,0.00,0.00,10990.0000
BEV,Promo,320L,91046,OYC325H - 325 Chest Cooler,1,20500.00,16598.8274,23.50,0.00,16598.8274
BEV,Promo,320L,91119,OYA-VISI COOLER SRC380HC-GL,1,42920.00,21998.9974,95.10,0.00,21998.9974
BEV,Promo,320L,9956,CHEST COOLER 320 LTR,1,33490.00,19992.4185,67.51,0.00,19992.4185
BEV,Promo,350L,91114,CHEST COOLER 350L DOUBLE DOOR-ROCKWELL,1,33764.00,20514.5903,64.59,0.00,20514.5903
BEV,Promo,61L,91088,PVC ICE BOX 61 L,1,1500.00,1500.0000,0.00,0.00,1500.0000
BEV,Promo,Cups,9900,PVC GLASS 200ML,1,0.75,0.7500,0.00,0.00,0.7500
BEV,Promo,Cups,9901,PVC GLASS 250ML,1,0.82,0.8200,0.00,0.00,0.8200
BEV,Promo,Cups,9902,PVC GLASS 300ML,1,1.45,1.2800,13.28,0.00,1.2800
BEV,Promo,Cups,9903,PVC GLASS 350ML,1,1.50,1.3000,15.38,0.00,1.3000
BEV,Promo,Cups,9904,PVC GLASS 450ML,1,1.91,1.9100,0.00,0.00,1.9100
BEV,Promo,Cups,9920,PVC GLASS 650ml,1,2.49,2.3600,5.51,0.00,2.3600
BEV,Promo,Cylinder,9911,CO2 GAS 9 KGS,1,1000.00,400.0000,150.00,0.00,400.0000
BEV,Promo,Lid,91005,PVC LID 1000ml,1,0.86,0.7900,8.86,0.00,0.7900
BEV,Promo,Lid,9907,PVC LID 300ML,1,0.69,0.4500,53.33,0.00,0.4500
BEV,Promo,Lid,9908,PVC LID 350ML,1,0.60,0.5100,17.65,0.00,0.5100
BEV,Promo,Lid,9909,PVC LID 450ML,1,0.79,0.5500,43.64,0.00,0.5500
BEV,Promo,Lid,9921,PVC LID 650ml,1,0.80,0.6700,19.40,0.00,0.6700
BEV,Promo,Straw,9910,PVC STRAW,1,19.95,19.9500,0.00,0.00,19.9500
BEV,Sting,200ML,4149,STING 200ml RGP 24 Rs15,24,15.00,12.5000,20.00,0.00,12.5000
BEV,Sting,200ML,4167,STING 200ml RGP 24 Rs12,24,12.00,10.4167,15.20,0.00,10.4167
BEV,Sting,250ml,1886,STING 250ML CAN 24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Sting,250ml,1922,STING 250ML PET 24 RS30,24,30.00,25.5000,17.65,0.00,25.5000
BEV,Sting,250ml,1969,STING 250ML PET 28 RS30,28,30.00,25.8333,16.13,0.00,25.8333
BEV,Sting,250ml,1979,STING 250ML PET 24 RS20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Sting,250ml,1981,STING 250ML PET 30 RS20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Sting,250ml,1985,STING 250ML PET 30 RS20 PROMO,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Sting,250ml,1991,STING 250ML PET 30 RS20 (Dubai Expo),30,20.00,18.0000,11.11,0.00,18.0000
BEV,Sting,250ml,1992,STING 250ML PET 30 RS20 PR-PTM,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Sting,250ml,2669,STING 250ML PET 30 RS25,30,25.00,23.0000,8.70,0.00,23.0000
BEV,Sting,250ml,3565,STING 250ml CAN 24 Rs50,24,50.00,42.5000,17.65,0.00,42.5000
BEV,Sting,250ml,3567,STING 250ml CAN 24 Rs50,24,50.00,30.0000,66.67,0.00,30.0000
BEV,Sting,250ml,4261,STING 250ML CAN 24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Sting,250ml,4785,STING BLUE 250ML PET 30 RS20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Sting,500ML,4044,STING 500ml PET 24 Rs30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Sting,500ML,4350,STING 500ml PET 24 Rs35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Tata Gluco Plus,200ML,8601,TGP ORANGE 200ML CUP 24 RS12,24,12.00,9.9240,20.92,0.00,9.9240
BEV,Tata Gluco Plus,200ML,8602,TGP LEMON 200ML CUP 24 RS10,24,10.00,8.7500,14.29,0.00,8.7500
BEV,Tata Gluco Plus,200ML,8604,TGP GRAPE 200ML CUP 24 RS10,24,10.00,8.7497,14.29,0.00,8.7497
BEV,Tata Gluco Plus,200ML,8605,TGP ORANGE 200ML CUP 24 RS10,24,10.00,8.2700,20.92,0.00,8.2700
BEV,Teem,300ML,2618,TEEM SODA 300ml RGP 24 Rs4.50,24,4.50,4.2083,6.93,0.00,4.2083
BEV,Teem,300ML,2656,TEEM SODA 300ml RGP 24 Rs 6,24,6.00,4.5833,30.91,0.00,4.5833
BEV,Teem,330ml,1912,TEEM SODA 330ml PET 24 Rs10,24,10.00,8.5000,17.65,0.00,8.5000
BEV,Trop Frutz,350ml,4100,TROPICANA FRUTZ MANGO 350ml PET 24 Rs20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Trop Frutz,350ml,4101,TROPICANA APPLE 350ml PET 24 Rs20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Trop Frutz,350ml,4102,TROPICANA LITCHI 350ml PET 24 Rs20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Trop Frutz,350ml,4106,TROPICANA FRUTZ MANGO 350ML PET 24 Rs25,24,25.00,22.5000,11.11,0.00,22.5000
BEV,Trop Frutz,350ml,4107,TROPICANA LITCHI 350ML PET 24 Rs25,24,25.00,22.5000,11.11,0.00,22.5000
BEV,Trop Frutz,350ml,4108,TROPICANA APPLE 350ml PET 24 Rs25,24,25.00,22.5000,11.11,0.00,22.5000
BEV,Trop Slice,1.2L,3224,SLICE MANGO 1.2 L PET 12 Rs 55,12,55.00,51.0000,7.84,0.00,51.0000
BEV,Trop Slice,1.2L,3291,SLICE MANGO 1.2 L PET 12 Rs 58,12,58.00,54.0000,7.41,0.00,54.0000
BEV,Trop Slice,1.2L,3316,SLICE MANGO 1.2 L PET 12 Rs 62,12,62.00,57.0000,8.77,0.00,57.0000
BEV,Trop Slice,1.2L,3369,TROPICANA SLICE 1.2 L PET 12 Rs 62,12,62.00,57.0000,8.77,0.00,57.0000
BEV,Trop Slice,1.2L,3380,TROPICANA SLICE 1.2 L PET 12 RS 60,12,60.00,51.6667,16.13,0.00,51.6667
BEV,Trop Slice,1.2L,3396,TROPICANA SLICE 1.2 L PET 12 Rs 65,12,65.00,60.0000,8.33,0.00,60.0000
BEV,Trop Slice,1.2L,3497,TROPICANA SLICE 1.2 L PET 12 RS 70,12,70.00,65.0000,7.69,0.00,65.0000
BEV,Trop Slice,1.2L,4159,TROPICANA SLICE 1.2 L PET 12 RS75,12,75.00,70.0000,7.14,0.00,70.0000
BEV,Trop Slice,1.2L,4175,TROPICANA SLICE 1.2 L PET 12 RS 75 NF,12,75.00,70.0000,7.14,0.00,70.0000
BEV,Trop Slice,1.2L,4360,SLICE MANGO 1.2 L PET 15 Rs 60,15,60.00,51.6667,16.13,0.00,51.6667
BEV,Trop Slice,1.2L,4394,TROPICANA SLICE 1.2 L PET 12 RS70 PR-ATL,12,70.00,65.0000,7.69,0.00,65.0000
BEV,Trop Slice,1.75L,3376,SLICE MANGO 1.75 L PET 9 Rs 85,9,85.00,78.3334,8.51,0.00,78.3334
BEV,Trop Slice,1.75L,3378,TROPICANA SLICE 1.75 L PET 9 Rs 85,9,85.00,78.3334,8.51,0.00,78.3334
BEV,Trop Slice,1.75L,3496,TROPICANA SLICE 1.75 L PET 9 Rs 90,9,90.00,83.3333,8.00,0.00,83.3333
BEV,Trop Slice,1.75L,4124,TROPICANA SLICE 1.75 L PET 9 Rs 95,9,95.00,88.3333,7.55,0.00,88.3333
BEV,Trop Slice,1.75L,4146,TROPICANA SLICE 1.75 L PET 9 Rs 105,9,105.00,98.3333,6.78,0.00,98.3333
BEV,Trop Slice,1.75L,4176,TROPICANA SLICE 1.75 L PET 9 Rs 105 NF,9,105.00,98.3333,6.78,0.00,98.3333
BEV,Trop Slice,1.75L,4187,TROPICANA SLICE 1.75 L PET 9 RS 99 NF,9,99.00,92.3335,7.22,0.00,92.3335
BEV,Trop Slice,1.75L,4270,TROPICANA SLICE 1.75 L PET 9 Rs 99,9,99.00,92.3333,7.22,0.00,92.3333
BEV,Trop Slice,1.75L,8311,TROPICANA SLICE 1.75 L PET 9 Rs 90 PROMO,9,90.00,76.6675,17.39,0.00,76.6675
BEV,Trop Slice,125ml,3581,SLICE MANGO 125ml TETRA 40 Rs10,40,10.00,8.5000,17.65,0.00,8.5000
BEV,Trop Slice,125ml,4197,SLICE MANGO 125ml TETRA 40 Rs10 NF,40,10.00,8.5000,17.65,0.00,8.5000
BEV,Trop Slice,200ML,3218,SLICE MANGO 200ml TETRA 24 Rs12,24,12.00,11.0000,9.09,0.00,11.0000
BEV,Trop Slice,200ML,3230,SLICE MANGO 200ml TETRA 24 Rs14,24,14.00,12.8000,9.38,0.00,12.8000
BEV,Trop Slice,200ML,3232,SLICE MANGO 200ml TETRA 30 Rs12,30,12.00,10.8000,11.11,0.00,10.8000
BEV,Trop Slice,200ML,3240,SLICE MANGO 200ml RGP 24 Rs10,24,10.00,8.4167,18.81,0.00,8.4167
BEV,Trop Slice,200ML,3265,SLICE MANGO 200ml RGP 24 Rs10 UTC,24,10.00,9.1667,9.09,0.00,9.1667
BEV,Trop Slice,200ML,3281,SLICE MANGO 200ml RGP 24 Rs12,24,12.00,11.0000,9.09,0.00,11.0000
BEV,Trop Slice,200ML,3300,SLICE MANGO 200ml TETRA 30 Rs14,30,14.00,12.8000,9.38,0.00,12.8000
BEV,Trop Slice,200ML,3365,TROPICANA SLICE 200ml RGP 24 Rs10,24,10.00,8.4167,18.81,0.00,8.4167
BEV,Trop Slice,200ML,3372,SLICE MANGO 200ml TETRA 24 Rs15,24,15.00,13.0000,15.38,0.00,13.0000
BEV,Trop Slice,200ML,3374,TROPICANA SLICE 200ml RGP 24 Rs12,24,12.00,11.0000,9.09,0.00,11.0000
BEV,Trop Slice,200ML,3485,TROPICANA SLICE 200ml RGP 24 Rs14,24,14.00,12.2083,14.68,0.00,12.2083
BEV,Trop Slice,200ML,3489,TROPICANA SLICE 200ml RGP 24 Rs13,24,13.00,11.8333,9.86,0.00,11.8333
BEV,Trop Slice,200ML,4198,TROPICANA SLICE 200ml RGP 24 Rs12 NF,24,12.00,11.0000,9.09,0.00,11.0000
BEV,Trop Slice,200ML,4199,TROPICANA SLICE 200ML PET30 Rs20 NF,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Trop Slice,200ML,4789,TROPICANA SLICE 200ML PET30 Rs15 NF,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Trop Slice,200ML,4973,SLICE MANGO 200ml RGP 24 Rs15,24,15.00,13.2083,13.56,0.00,13.2083
BEV,Trop Slice,200ML,4975,SLICE MANGO 200ml RGP 24 Rs14,24,14.00,12.2780,14.03,0.00,12.2780
BEV,Trop Slice,200ML,4992,SLICE MANGO 200ml RGP 24 Rs12,24,12.00,10.5000,14.29,0.00,10.5000
BEV,Trop Slice,250ml,1936,SLICE FIZZY LEMON LIME 250ml PET 24 Rs12,24,12.00,11.5000,4.35,0.00,11.5000
BEV,Trop Slice,250ml,1939,SLICE FIZZY ZEERA SLIC 250ml PET 24 Rs12,24,12.00,11.5000,4.35,0.00,11.5000
BEV,Trop Slice,250ml,1946,SLICE FIZZY CLEARLEMON 250ML PET 24 Rs10,24,10.00,8.7500,14.29,0.00,8.7500
BEV,Trop Slice,250ml,1947,SLICE FIZZY APPLE 250ml PET 24 Rs 10,24,10.00,8.7500,14.29,0.00,8.7500
BEV,Trop Slice,250ml,1948,SLICE FIZZY ORANGE 250ML PET 24 Rs 10,24,10.00,8.7500,14.29,0.00,8.7500
BEV,Trop Slice,250ml,1949,SLICE FIZZY LEMON&LIME 250ml PET 24 Rs10,24,10.00,8.7500,14.29,0.00,8.7500
BEV,Trop Slice,250ml,1950,SLICE FIZZY CREAMSODA 250ml PET 24 Rs10,24,10.00,8.7500,14.29,0.00,8.7500
BEV,Trop Slice,250ml,1951,SLICE FIZZY GUAVACHILLI 250ml PET 24Rs10,24,10.00,8.7500,14.29,0.00,8.7500
BEV,Trop Slice,250ml,1952,SLICE FIZZY ZEERA SLIC 250ml PET 24 Rs10,24,10.00,8.7500,14.29,0.00,8.7500
BEV,Trop Slice,250ml,3283,SLICE MANGO 250ml RGP 24 Rs14,24,14.00,13.0000,7.69,0.00,13.0000
BEV,Trop Slice,250ml,3295,SLICE MANGO 250ml RGP 24 Rs15,24,15.00,12.5000,20.00,0.00,12.5000
BEV,Trop Slice,250ml,3367,TROPICANA SLICE 250ml RGP 24 Rs14,24,14.00,13.0000,7.69,0.00,13.0000
BEV,Trop Slice,250ml,3371,TROPICANA SLICE 250ml RGP 24 Rs15,24,15.00,12.5000,20.00,0.00,12.5000
BEV,Trop Slice,250ml,3486,TROPICANA SLICE 250ml RGP 24 Rs18,24,18.00,13.7500,30.91,0.00,13.7500
BEV,Trop Slice,250ml,3488,TROPICANA SLICE 250ml RGP 24 Rs16,24,16.00,13.0417,22.68,0.00,13.0417
BEV,Trop Slice,250ml,3493,TROPICANA SLICE 250ml PET 24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Trop Slice,250ml,3494,TROPICANA ORANGE FRUTZ 250ML PET 24 RS20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Trop Slice,250ml,3499,TROPICANA SLICE 250ml PET 28 Rs20,28,20.00,17.2222,16.13,0.00,17.2222
BEV,Trop Slice,250ml,3597,TROPICANA SLICE 250ml RGP 24 Rs25,24,25.00,16.6667,50.00,0.00,16.6667
BEV,Trop Slice,250ml,4173,TROPICANA SLICE 250ml PET 30 Rs20 NF,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Trop Slice,250ml,4345,TROPICANA SLICE 250ml PET 30 Rs20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Trop Slice,250ml,4390,TROPICANA SLICE 250ml PET 30 Rs15,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Trop Slice,250ml,4392,TROPICANA SLICE 250ml PET 30 Rs20 PR-ATL,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Trop Slice,250ml,4768,TROPICANA SLICE 250ml RGP24 Rs15 NF,24,15.00,12.5000,20.00,0.00,12.5000
BEV,Trop Slice,250ml,4974,SLICE MANGO 250ml RGP 24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Trop Slice,350ml,3268,SLICE MANGO 350ml PET 24 Rs20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Trop Slice,350ml,3335,SLICE MANGO 350ml PET 24 Rs23,24,23.00,21.2500,8.24,0.00,21.2500
BEV,Trop Slice,350ml,3495,TROPICANA SLICE 350ml PET 24 Rs50,24,50.00,30.0000,66.67,0.00,30.0000
BEV,Trop Slice,400ml,3381,TROPICANA SLICE 400ml PET 24 RS25,24,25.00,22.5000,11.11,0.00,22.5000
BEV,Trop Slice,500ML,3213,SLICE MANGO 500ml PET 24 Rs25,24,25.00,23.5000,6.38,0.00,23.5000
BEV,Trop Slice,500ML,3259,SLICE MANGO 500ml PET 24 Rs28,24,28.00,26.5000,5.66,0.00,26.5000
BEV,Trop Slice,600ml,3293,SLICE MANGO 600ml PET 24 Rs32,24,32.00,29.5000,8.47,0.00,29.5000
BEV,Trop Slice,600ml,3312,SLICE MANGO 600ml PET 24 Rs32 PROMO,24,32.00,29.5000,8.47,0.00,29.5000
BEV,Trop Slice,600ml,3313,SLICE MANGO 600ml (DUSSEHRI) PET 24 Rs32,24,32.00,30.0833,6.37,0.00,30.0833
BEV,Trop Slice,600ml,3314,SL MANGO BANGANAPALLI 600ml PET 24 RS32,24,32.00,30.0833,6.37,0.00,30.0833
BEV,Trop Slice,600ml,3315,SLICE MANGO 600ml (KESAR) PET 24 Rs32,24,32.00,30.0833,6.37,0.00,30.0833
BEV,Trop Slice,600ml,3325,SLICE MANGO 600ml (KESAR) PET 24 Rs35,24,35.00,32.0000,9.38,0.00,32.0000
BEV,Trop Slice,600ml,3328,SLICE MANGO 600ml (DUSSEHRI) PET 24 Rs33,24,33.00,31.0833,6.17,0.00,31.0833
BEV,Trop Slice,600ml,3333,SLICE MANGO 600ml PET 24 Rs35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Trop Slice,600ml,3337,SLICE MANGO 600ml (KESAR) PET 24 Rs33,24,33.00,31.0833,6.17,0.00,31.0833
BEV,Trop Slice,600ml,3338,SL/MANGO 600ml (BANGANAPALLI)PET 24 RS33,24,33.00,31.0833,6.17,0.00,31.0833
BEV,Trop Slice,600ml,3366,TROPICANA SLICE 600ml PET 24 Rs35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Trop Slice,600ml,3399,TROPICANA SLICE 600ml PET 24 Rs37,24,37.00,34.5000,7.25,0.00,34.5000
BEV,Trop Slice,600ml,4174,TROPICANA SLICE 600ml PET 24 Rs40 NF,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Trop Slice,600ml,4344,TROPICANA SLICE 600ml PET 24 Rs40,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Trop Slice,600ml,4393,TROPICANA SLICE 600ml PET 24 Rs40 PR-ATL,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Trop Slice,600ml,4972,TROPICANA SLICE 600ml PET 24 Rs38,24,38.00,35.5000,7.04,0.00,35.5000
BEV,Tropicana,1000ml,8468,TROP PR GUAVA DELIGHT 1000ML PET 12 Rs99,12,99.00,92.0000,7.61,0.00,92.0000
BEV,Tropicana,1000ml,8480,TROP PR GUAVA DEL 1000 ML PET 12 Rs100,12,100.00,87.5000,14.29,0.00,87.5000
BEV,Tropicana,1000ml,8483,TROP PR MIXFRUIT DEL 1000 ML PET12 Rs100,12,100.00,87.5000,14.29,0.00,87.5000
BEV,Tropicana,1000ml,8489,TROP PR GUAVA DEL 1000 ML PET 12 Rs80,12,80.00,70.0000,14.29,0.00,70.0000
BEV,Tropicana,1000ml,8490,TROP PR MIXFRUIT DEL 1000 ML PET12 Rs80,12,80.00,70.0000,14.29,0.00,70.0000
BEV,Tropicana,1000ml,8491,TROP PR ORANGE DELIGH 1000ML PET 12 Rs80,12,80.00,69.9974,14.29,0.00,69.9974
BEV,Tropicana,1000ml,8492,TROP PR POMEG DEL 1000 ML PET 12 Rs80,12,80.00,69.9974,14.29,0.00,69.9974
BEV,Tropicana,125ml,8519,TROP PR JUICY APPLE 125ML TETRA40 RS10,40,10.00,8.5000,17.65,0.00,8.5000
BEV,Tropicana,180ml,4136,TROP PR GUAVA 180ml TETRA 30 Rs 20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,4137,TROP PR MIXED 180ml TETRA 30 Rs 20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,4138,TROP PR JUICY APPLE 180ML TETRA 30 RS20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,4145,TROP PR LITCHI DLGHT 180ML TETRA 30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,4151,TROP PR POMEG DLGHT 180ML TETRA 30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,4152,TROP PR PINAPLE DLHT 180ML TETRA 30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,4153,TROP PR ORANGE DLGHT 180ML TETRA 30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,4155,TROP PR MANGO DLGHT 180ml TETRA 30 Rs 20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,8317,TROP PR ORANGE DELIGHT 180ML PET30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,8318,TROP PR POMEGRANATE DEL 180ML PET30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,8319,TROP PR APPLE DELIGHT 180ML PET30 Rs20,30,20.00,18.0002,11.11,0.00,18.0002
BEV,Tropicana,180ml,8320,TROP PR LITCHI DELIGHT 180ML PET30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,8321,TROP PR GUAVA DELIGHT 180ML PET30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,8322,TROP PR MIX FRUIT DEL 180ML PET30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,180ml,8325,TROP PR APPLE DELIGHT 180ML PET30 Rs15,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Tropicana,180ml,8326,TROP PR LITCHI DELIGHT 180ML PET30 Rs15,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Tropicana,180ml,8327,TROP PR GUAVA DELIGHT 180ML PET30 Rs15,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Tropicana,180ml,8328,TROP PR MIX FRUIT DEL 180ML PET30 Rs15,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Tropicana,180ml,8547,TROP PR MIXED 180ml TETRA 30 Rs20 NF,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,1L,8305,TROP PR PINEAPPLE 1 L TETRA 12 Rs100 PRO,12,100.00,80.0000,25.00,0.00,80.0000
BEV,Tropicana,1L,8323,TROP PR CRANBERRY TWIR 1 L TETRA12 Rs135,12,135.00,118.1250,14.29,0.00,118.1250
BEV,Tropicana,1L,8400,TROP PG APPLE 1 L TETRA 12 Rs120,12,120.00,105.2632,14.00,0.00,105.2632
BEV,Tropicana,1L,8402,TROP ESS FR VEG 1 L TETRA 12 Rs149,12,149.00,130.6730,14.03,0.00,130.6730
